Ad Concatenation,Ad type,Final URL,Headline 1,Headline 2,Headline 3,Description,Description 2,Path 1,Path 2,Auto-applied ad suggestion,Mobile final URL,Tracking template,Final URL suffix,Custom parameter,Campaign,Category,Ad group,Status,Clicks,Impr.,CTR,Avg. CPC,Cost,Conversions,Cost / conv.,Conv. rate
"Blueboard Employee Recognition;Celebrate Your Best Employees;Create Memorable Recognition;Blueboard Is An Experiential Rewards Platform With Hundreds Of Curated Choices.;Reward Top Talent with an Experience - Spa Day, Music Lesson, Bucket List Travel.",Expanded text ad,https://www.blueboard.com/,Blueboard Employee Recognition,Celebrate Your Best Employees,Create Memorable Recognition,Blueboard Is An Experiential Rewards Platform With Hundreds Of Curated Choices.,"Reward Top Talent with an Experience - Spa Day, Music Lesson, Bucket List Travel.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Recognition&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Recognition,Approved,5,141,3.55%,2.96,14.80,1,14.80,20.00%
DKI;Rewards That Wow;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,DKI,Rewards That Wow,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Sales-Awards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Sales%20Incentive&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Sales Award,Approved,4,59,6.78%,1.98,7.91,0,0.00,0.00%
Blueboard Employee Rewards;Rewards That Turn OOO to OMG.;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,Blueboard Employee Rewards,Rewards That Turn OOO to OMG.,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Rewards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Rewards&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Rewards,Approved,0,58,0.00%,--,0.00,0,0.00,0.00%
DKI;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,DKI,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Incentive,Travel,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Travel&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Travel,Approved,1,58,1.72%,4.11,4.11,0,0.00,0.00%
DKI;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,DKI,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Birthday-Gifts,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Employee%20Birthday&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Employee Birthday,Approved,6,136,4.41%,2.27,13.60,0,0.00,0.00%
Blueboard Employee Awards;Rewards That Turn OOO to OMG.;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,Blueboard Employee Awards,Rewards That Turn OOO to OMG.,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Awards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Beta&utm_term=Brand%20Awards&utm_content={device},--,,Google_Search_Brand_AllGeos_Beta,Brand,Brand Awards,Approved,1,3,33.33%,1.38,1.38,0,0.00,0.00%
Blueboard Employee Rewards;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,Blueboard Employee Rewards,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Rewards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Beta&utm_term=Brand%20Rewards&utm_content={device},--,,Google_Search_Brand_AllGeos_Beta,Brand,Brand Rewards,Approved,5,6,83.33%,2.95,14.73,0,0.00,0.00%
"Blueboard Employee Rewards;Reward with Blueboard;A Better Way to Reward Talent;Blueboard Is An Experiential Rewards Platform With Hundreds Of Curated Choices.;Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/,Blueboard Employee Rewards,Reward with Blueboard,A Better Way to Reward Talent,Blueboard Is An Experiential Rewards Platform With Hundreds Of Curated Choices.,"Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Beta&utm_term=Brand%20Awards&utm_content={device},--,,Google_Search_Brand_AllGeos_Beta,Brand,Brand Awards,Approved,0,1,0.00%,--,0.00,0,0.00,0.00%
Blueboard Employee Rewards;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,Blueboard Employee Rewards,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Rewards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Beta&utm_term=Brand%20Core&utm_content={device},--,,Google_Search_Brand_AllGeos_Beta,Brand,Brand Core,Approved,24,300,8.00%,5.16,123.78,0,0.00,0.00%
Blueboard Employee Experiences;Rewards That Turn OOO to OMG.;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,Blueboard Employee Experiences,Rewards That Turn OOO to OMG.,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Experiences,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Beta&utm_term=Brand%20Experiences&utm_content={device},--,,Google_Search_Brand_AllGeos_Beta,Brand,Brand Experiences,Approved,1,3,33.33%,3.03,3.03,0,0.00,0.00%
Blueboard Employee Rewards;Rewards That Wow;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,Blueboard Employee Rewards,Rewards That Wow,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Rewards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Beta&utm_term=Brand%20Recognition&utm_content={device},--,,Google_Search_Brand_AllGeos_Beta,Brand,Brand Pricing,Approved,0,1,0.00%,--,0.00,0,0.00,0.00%
Blueboard Employee Experiences;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,Blueboard Employee Experiences,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Rewards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Beta&utm_term=Brand%20Reviews&utm_content={device},--,,Google_Search_Brand_AllGeos_Beta,Brand,Brand Reviews,Approved,0,1,0.00%,--,0.00,0,0.00,0.00%
DKI;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,DKI,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Incentives,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Beta&utm_term=Incentive&utm_content={device},--,,Google_Search_NB_AllGeos_Beta,NB,Incentive,Approved,9,252,3.57%,2.44,21.98,0,0.00,0.00%
Blueboard Employee Experiences;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,Blueboard Employee Experiences,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Rewards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Alpha&utm_term=Brand%20Pricing&utm_content={device},--,,Google_Search_Brand_AllGeos_Alpha,Brand,Brand Pricing,Approved,0,3,0.00%,--,0.00,0,0.00,0.00%
Blueboard Employee Rewards;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,Blueboard Employee Rewards,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Rewards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Alpha&utm_term=Brand%20Rewards&utm_content={device},--,,Google_Search_Brand_AllGeos_Alpha,Brand,Brand Rewards,Approved,1,3,33.33%,0.36,0.36,0,0.00,0.00%
DKI;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,DKI,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Awards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Alpha&utm_term=Brand%20Awards&utm_content={device},--,,Google_Search_Brand_AllGeos_Alpha,Brand,Brand Awards,Approved,1,1,100.00%,0.11,0.11,0,0.00,0.00%
"Blueboard Employee Rewards;The Future of Employee Rewards;A Better Way to Reward Talent;Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.;Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/,Blueboard Employee Rewards,The Future of Employee Rewards,A Better Way to Reward Talent,Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.,"Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Alpha&utm_term=Brand%20Pricing&utm_content={device},--,,Google_Search_Brand_AllGeos_Alpha,Brand,Brand Pricing,Approved,0,4,0.00%,--,0.00,0,0.00,0.00%
Blueboard Employee Rewards;Rewards That Wow;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,Blueboard Employee Rewards,Rewards That Wow,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Rewards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Alpha&utm_term=Brand%20Recognition&utm_content={device},--,,Google_Search_Brand_AllGeos_Alpha,Brand,Brand Pricing,Approved,0,6,0.00%,--,0.00,0,0.00,0.00%
"Blueboard Experiential Rewards;Motivating Spiff Rewards;A Better Way to Reward Talent;Cash Bonuses Aren't Motivating, Crush Quotas with Blueboard Experiential Rewards.;Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/,Blueboard Experiential Rewards,Motivating Spiff Rewards,A Better Way to Reward Talent,"Cash Bonuses Aren't Motivating, Crush Quotas with Blueboard Experiential Rewards.","Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Beta&utm_term=Spiffs&utm_content={device},--,,Google_Search_NB_AllGeos_Beta,NB,Spiffs,Approved,0,14,0.00%,--,0.00,0,0.00,0.00%
DKI;Rewards That Wow;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,DKI,Rewards That Wow,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Awards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Employee%20Birthday&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Employee Awards,Approved,52,1318,3.95%,1.37,71.43,0,0.00,0.00%
DKI;Rewards That Wow;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,DKI,Rewards That Wow,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Recognition,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Referral&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Recognition,Approved,750,8177,9.17%,1.68,"1,260.02",7,191.40,0.88%
DKI;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,DKI,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Recognition,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Recognition&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Recognition,Approved,251,4300,5.84%,1.56,390.61,0,"1,562.44",0.10%
DKI;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,DKI,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Incentive,Program,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Sales%20Incentive&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Sales Incentive,Approved,11,205,5.37%,2.51,27.62,0,0.00,0.00%
DKI;Rewards That Wow;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,DKI,Rewards That Wow,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Anniversary,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Appreciation&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Anniversary,Approved,10,251,3.98%,2.24,22.41,0,0.00,0.00%
DKI;Rewards That Wow;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,DKI,Rewards That Wow,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Celebrate,Employees,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Employee%20Awards&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Celebrate Employee,Approved,0,3,0.00%,--,0.00,0,0.00,0.00%
Employee Birthday Gifts;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,Employee Birthday Gifts,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Birthday-Gifts,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Employee%20Birthday&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Employee Birthday,Approved,0,1,0.00%,--,0.00,0,0.00,0.00%
DKI;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,DKI,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Anniversary,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Anniversary&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Anniversary,Approved,19,544,3.49%,1.45,27.56,0,0.00,0.00%
"Blueboard Appreciation Ideas;Employee Gift Ideas;Employee Gift Ideas;Gift Employees With Their Choice From Hundreds of Custom, Curated Experiences.;Wide selection of Experiential Rewards: Cooking Lessons, Skydiving, Spa, Travel.",Expanded text ad,https://www.blueboard.com/,Blueboard Appreciation Ideas,Employee Gift Ideas,Employee Gift Ideas,"Gift Employees With Their Choice From Hundreds of Custom, Curated Experiences.","Wide selection of Experiential Rewards: Cooking Lessons, Skydiving, Spa, Travel.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Gifts&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Gifts,Approved,0,23,0.00%,--,0.00,0,0.00,0.00%
DKI;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,DKI,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Bonus,Program,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Bonus&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Bonus,Approved,4,21,19.05%,8.27,33.07,0,0.00,0.00%
